record_type,adv_id,legal_adviser_name,business_name,crd_number,sec_number,firm_type,registration_status,registration_date,last_adv_filing_date,city,state,country,phone,reported_website,vc_signal_strength,vc_signal_reason,new_to_snapshot,feed_date,source_url,iapd_url,linkedin_company_search_url,linkedin_people_search_url,website_search_url,verification_status,freshness_bucket
adv_signal,adv-329167,TELIS GROUP CAPITAL MANAGEMENT LLC,TELIS GROUP CAPITAL MANAGEMENT LLC,329167,802-129385,ERA,ACTIVE,2023-12-19,2026-03-29,FORT WORTH,TX,United States,720 689 7900,https://www.telisgrp.com/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329167,https://www.linkedin.com/search/results/companies/?keywords=TELIS+GROUP+CAPITAL+MANAGEMENT+LLC,https://www.linkedin.com/search/results/people/?keywords=TELIS+GROUP+CAPITAL+MANAGEMENT+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=TELIS+GROUP+CAPITAL+MANAGEMENT+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-329370,KAIZEN INVESTMENT MANAGEMENT PTE. LTD,KAIZEN INVESTMENT MANAGEMENT PTE. LTD,329370,802-129386,ERA,ACTIVE,2023-12-19,2025-03-31,SINGAPORE,,Singapore,+65 6263 6360,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329370,https://www.linkedin.com/search/results/companies/?keywords=KAIZEN+INVESTMENT+MANAGEMENT+PTE.+LTD,https://www.linkedin.com/search/results/people/?keywords=KAIZEN+INVESTMENT+MANAGEMENT+PTE.+LTD+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=KAIZEN+INVESTMENT+MANAGEMENT+PTE.+LTD+venture+capital,unresolved,older_registration
adv_signal,adv-329398,"SEEDTOB MANAGEMENT COMPANY, LLC","SEEDTOB MANAGEMENT COMPANY, LLC",329398,802-129375,ERA,ACTIVE,2023-12-18,2026-03-18,SUWANEE,GA,United States,770-940-6833,https://seedtob.com/,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329398,https://www.linkedin.com/search/results/companies/?keywords=SEEDTOB+MANAGEMENT+COMPANY%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=SEEDTOB+MANAGEMENT+COMPANY%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=SEEDTOB+MANAGEMENT+COMPANY%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-305800,KLINGER.IO ADVISORS LLC,KLINGER.IO ADVISORS LLC,305800,802-129372,ERA,ACTIVE,2023-12-18,2025-03-11,,,,+4915128804095,https://klinger.io/,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/305800,https://www.linkedin.com/search/results/companies/?keywords=KLINGER.IO+ADVISORS+LLC,https://www.linkedin.com/search/results/people/?keywords=KLINGER.IO+ADVISORS+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=KLINGER.IO+ADVISORS+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-291512,"EMERGING VARIANT CAPITAL MANAGEMENT, LP","EMERGING VARIANT CAPITAL MANAGEMENT, LP",291512,802-129359,ERA,ACTIVE,2023-12-15,2026-03-23,NEW YORK,NY,United States,646-757-9517,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/291512,https://www.linkedin.com/search/results/companies/?keywords=EMERGING+VARIANT+CAPITAL+MANAGEMENT%2C+LP,https://www.linkedin.com/search/results/people/?keywords=EMERGING+VARIANT+CAPITAL+MANAGEMENT%2C+LP+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=EMERGING+VARIANT+CAPITAL+MANAGEMENT%2C+LP+venture+capital,unresolved,older_registration
adv_signal,adv-329251,CONSTRUCTOR CAPITAL I GP LTD.,CONSTRUCTOR CAPITAL I GP LTD.,329251,802-129364,ERA,ACTIVE,2023-12-15,2026-01-21,GRAND CAYMAN,,Cayman Islands,(345) 945-7099,https://constructor.capital/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329251,https://www.linkedin.com/search/results/companies/?keywords=CONSTRUCTOR+CAPITAL+I+GP+LTD.,https://www.linkedin.com/search/results/people/?keywords=CONSTRUCTOR+CAPITAL+I+GP+LTD.+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=CONSTRUCTOR+CAPITAL+I+GP+LTD.+venture+capital,unresolved,older_registration
adv_signal,adv-324488,"ELEMENTS HEALTH INVESTORS MANAGEMENT, LP","ELEMENTS HEALTH INVESTORS MANAGEMENT, LP",324488,802-129350,ERA,ACTIVE,2023-12-14,2026-08-25,NEW YORK,NY,United States,212-887-2100,https://www.elementshealthinvestors.com/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/324488,https://www.linkedin.com/search/results/companies/?keywords=ELEMENTS+HEALTH+INVESTORS+MANAGEMENT%2C+LP,https://www.linkedin.com/search/results/people/?keywords=ELEMENTS+HEALTH+INVESTORS+MANAGEMENT%2C+LP+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=ELEMENTS+HEALTH+INVESTORS+MANAGEMENT%2C+LP+venture+capital,unresolved,older_registration
adv_signal,adv-312488,TURNCAP MANAGEMENT LLC,TURNCAP MANAGEMENT LLC,312488,802-129352,ERA,ACTIVE,2023-12-14,2024-02-16,BEACHWOOD,OH,United States,216-736-7207,https://www.linkedin.com/company/turncap/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/312488,https://www.linkedin.com/search/results/companies/?keywords=TURNCAP+MANAGEMENT+LLC,https://www.linkedin.com/search/results/people/?keywords=TURNCAP+MANAGEMENT+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=TURNCAP+MANAGEMENT+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-329337,RADICAL VENTURES INVESTMENTS INC.,RADICAL VENTURES,329337,802-129343,ERA,ACTIVE,2023-12-13,2026-03-31,TORONTO,,Canada,416-923-3900,https://radical.vc,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329337,https://www.linkedin.com/search/results/companies/?keywords=RADICAL+VENTURES,https://www.linkedin.com/search/results/people/?keywords=RADICAL+VENTURES+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=RADICAL+VENTURES+venture+capital,unresolved,older_registration
adv_signal,adv-304671,EQUAL OPPORTUNITY VENTURES MANAGER LP,EQUAL OPPORTUNITY VENTURES,304671,802-129340,ERA,ACTIVE,2023-12-13,2026-03-30,CAMBRIDGE,MA,United States,857-449-7094,https://www.eoventures.com/,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/304671,https://www.linkedin.com/search/results/companies/?keywords=EQUAL+OPPORTUNITY+VENTURES,https://www.linkedin.com/search/results/people/?keywords=EQUAL+OPPORTUNITY+VENTURES+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=EQUAL+OPPORTUNITY+VENTURES+venture+capital,unresolved,older_registration
adv_signal,adv-328467,ALTIRRA VENTURES LTD.,ALTIRRA VENTURES LTD.,328467,802-129345,ERA,ACTIVE,2023-12-13,2026-03-27,JAKARTA,,Indonesia,628122007579,,possible_venture_manager,The adviser reports the private-fund exemption and its filed name contains an explicit venture/VC term.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328467,https://www.linkedin.com/search/results/companies/?keywords=ALTIRRA+VENTURES+LTD.,https://www.linkedin.com/search/results/people/?keywords=ALTIRRA+VENTURES+LTD.+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=ALTIRRA+VENTURES+LTD.+venture+capital,unresolved,older_registration
adv_signal,adv-328640,DEF DIGITAL EAST ADVISORS SARL,DEF DIGITAL EAST ADVISORS SARL,328640,802-129332,ERA,ACTIVE,2023-12-12,2026-03-26,LUXEMBOURG,,Luxembourg,+352-28-66-90-77,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328640,https://www.linkedin.com/search/results/companies/?keywords=DEF+DIGITAL+EAST+ADVISORS+SARL,https://www.linkedin.com/search/results/people/?keywords=DEF+DIGITAL+EAST+ADVISORS+SARL+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=DEF+DIGITAL+EAST+ADVISORS+SARL+venture+capital,unresolved,older_registration
adv_signal,adv-326653,PICTET ALTERNATIVE ADVISORS (UK) LTD,PAA UK,326653,802-129336,ERA,ACTIVE,2023-12-12,2026-03-12,LONDON,,United Kingdom,00442078475012,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/326653,https://www.linkedin.com/search/results/companies/?keywords=PAA+UK,https://www.linkedin.com/search/results/people/?keywords=PAA+UK+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=PAA+UK+venture+capital,unresolved,older_registration
adv_signal,adv-328182,TMC ASSOCIATES LLC,TMC ASSOCIATES LLC,328182,802-129327,ERA,ACTIVE,2023-12-11,2026-03-25,NAPLES,FL,United States,212-410-9200,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328182,https://www.linkedin.com/search/results/companies/?keywords=TMC+ASSOCIATES+LLC,https://www.linkedin.com/search/results/people/?keywords=TMC+ASSOCIATES+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=TMC+ASSOCIATES+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-163142,"MERCATO MANAGEMENT, LLC",MERCATO PARTNERS,163142,802-129324,ERA,ACTIVE,2023-12-08,2026-04-21,SALT LAKE CITY,UT,United States,801-220-0055,HTTP://WWW.MERCATOPARTNERS.COM,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/163142,https://www.linkedin.com/search/results/companies/?keywords=MERCATO+PARTNERS,https://www.linkedin.com/search/results/people/?keywords=MERCATO+PARTNERS+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=MERCATO+PARTNERS+venture+capital,unresolved,older_registration
adv_signal,adv-329294,PING AN OF CHINA ASSET MANAGEMENT (HONG KONG) COMPANY LIMITED,PING AN OF CHINA ASSET MANAGEMENT (HONG KONG) COMPANY LIMITED,329294,802-129316,ERA,ACTIVE,2023-12-08,2026-03-30,HONG KONG,,Hong Kong,+852-37629095,https://asset.pingan.com.hk/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329294,https://www.linkedin.com/search/results/companies/?keywords=PING+AN+OF+CHINA+ASSET+MANAGEMENT+%28HONG+KONG%29+COMPANY+LIMITED,https://www.linkedin.com/search/results/people/?keywords=PING+AN+OF+CHINA+ASSET+MANAGEMENT+%28HONG+KONG%29+COMPANY+LIMITED+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=PING+AN+OF+CHINA+ASSET+MANAGEMENT+%28HONG+KONG%29+COMPANY+LIMITED+venture+capital,unresolved,older_registration
adv_signal,adv-329432,WAVEMAKER PACIFIC PARTNERS PTE LTD,WAVEMAKER PARTNERS,329432,802-129318,ERA,ACTIVE,2023-12-08,2026-03-26,SINGAPORE,,Singapore,+65 6956 9000,https://wavemaker.vc/,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329432,https://www.linkedin.com/search/results/companies/?keywords=WAVEMAKER+PARTNERS,https://www.linkedin.com/search/results/people/?keywords=WAVEMAKER+PARTNERS+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=WAVEMAKER+PARTNERS+venture+capital,unresolved,older_registration
adv_signal,adv-327275,FINYX (CYPRUS) INVESTMENTS LTD,FINYX (CYPRUS) INVESTMENTS LTD,327275,802-129317,ERA,ACTIVE,2023-12-08,2026-03-24,LIMASSOL,,Cyprus,0035799907026,https://finyx-cy.com/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/327275,https://www.linkedin.com/search/results/companies/?keywords=FINYX+%28CYPRUS%29+INVESTMENTS+LTD,https://www.linkedin.com/search/results/people/?keywords=FINYX+%28CYPRUS%29+INVESTMENTS+LTD+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=FINYX+%28CYPRUS%29+INVESTMENTS+LTD+venture+capital,unresolved,older_registration
adv_signal,adv-329113,TEMPORIS CAPITAL LIMITED,TEMPORIS CAPITAL LIMITED,329113,802-129320,ERA,ACTIVE,2023-12-08,2026-02-26,LONDON,,United Kingdom,+44-207-491-9033,https://www.linkedin.com/company/temporis-capital-ltd/?originalSubdomain=uk,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329113,https://www.linkedin.com/search/results/companies/?keywords=TEMPORIS+CAPITAL+LIMITED,https://www.linkedin.com/search/results/people/?keywords=TEMPORIS+CAPITAL+LIMITED+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=TEMPORIS+CAPITAL+LIMITED+venture+capital,unresolved,older_registration
adv_signal,adv-316269,"HUMBOLDT CAPITAL, LLC","HUMBOLDT CAPITAL, LLC",316269,802-129313,ERA,ACTIVE,2023-12-07,2026-03-27,NEW YORK,NY,United States,617-922-0826,https://humboldtfund.com,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/316269,https://www.linkedin.com/search/results/companies/?keywords=HUMBOLDT+CAPITAL%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=HUMBOLDT+CAPITAL%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=HUMBOLDT+CAPITAL%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-328550,"IGNIA PARTNERS III, L.L.C.",IGNIA PARTNERS,328550,802-129314,ERA,ACTIVE,2023-12-07,2026-03-25,BOSTON,MA,United States,+528180007280,https://ignia.vc,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328550,https://www.linkedin.com/search/results/companies/?keywords=IGNIA+PARTNERS,https://www.linkedin.com/search/results/people/?keywords=IGNIA+PARTNERS+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=IGNIA+PARTNERS+venture+capital,unresolved,older_registration
adv_signal,adv-328969,"LINCOLN ROAD GLOBAL MANAGEMENT, LLC",LINCOLN ROAD,328969,802-129309,ERA,ACTIVE,2023-12-06,2026-05-22,MIAMI,FL,United States,786-209-2354,https://www.linkedin.com/company/lincoln-road-global-management-llc/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328969,https://www.linkedin.com/search/results/companies/?keywords=LINCOLN+ROAD,https://www.linkedin.com/search/results/people/?keywords=LINCOLN+ROAD+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=LINCOLN+ROAD+venture+capital,unresolved,older_registration
adv_signal,adv-326615,PICTET ALTERNATIVE ADVISORS SA,PAA SA,326615,802-129304,ERA,ACTIVE,2023-12-06,2026-03-20,GENEVE,,Switzerland,0041583232323,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/326615,https://www.linkedin.com/search/results/companies/?keywords=PAA+SA,https://www.linkedin.com/search/results/people/?keywords=PAA+SA+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=PAA+SA+venture+capital,unresolved,older_registration
adv_signal,adv-312358,DALLAS VENTURE CAPITAL LLC,DALLAS VENTURE CAPITAL,312358,802-129293,ERA,ACTIVE,2023-12-04,2026-02-16,SOUTHLAKE,TX,United States,214-763-8383,https://dallasvc.com/,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/312358,https://www.linkedin.com/search/results/companies/?keywords=DALLAS+VENTURE+CAPITAL,https://www.linkedin.com/search/results/people/?keywords=DALLAS+VENTURE+CAPITAL+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=DALLAS+VENTURE+CAPITAL+venture+capital,unresolved,older_registration
adv_signal,adv-329025,"LEITMOTIF MANAGEMENT, LLC",LEITMOTIF,329025,802-129285,ERA,ACTIVE,2023-12-01,2026-03-31,PALO ALTO,CA,United States,650-823-9416,http://www.leitmotif.vc,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329025,https://www.linkedin.com/search/results/companies/?keywords=LEITMOTIF,https://www.linkedin.com/search/results/people/?keywords=LEITMOTIF+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=LEITMOTIF+venture+capital,unresolved,older_registration
adv_signal,adv-328931,SYN VENTURES SEED MANAGEMENT LLC,SYN VENTURES SEED MANAGEMENT LLC,328931,802-129286,ERA,ACTIVE,2023-12-01,2026-03-06,,,,917-514-5201,https://www.synventures.com,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328931,https://www.linkedin.com/search/results/companies/?keywords=SYN+VENTURES+SEED+MANAGEMENT+LLC,https://www.linkedin.com/search/results/people/?keywords=SYN+VENTURES+SEED+MANAGEMENT+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=SYN+VENTURES+SEED+MANAGEMENT+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-329316,"FATHOM FUND MANAGEMENT, L.L.C.","FATHOM FUND MANAGEMENT, L.L.C.",329316,802-129288,ERA,ACTIVE,2023-12-01,2026-03-01,,,,281-900-9717,http://www.ff.vc,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329316,https://www.linkedin.com/search/results/companies/?keywords=FATHOM+FUND+MANAGEMENT%2C+L.L.C.,https://www.linkedin.com/search/results/people/?keywords=FATHOM+FUND+MANAGEMENT%2C+L.L.C.+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=FATHOM+FUND+MANAGEMENT%2C+L.L.C.+venture+capital,unresolved,older_registration
adv_signal,adv-329034,"AURELIUS VENTURES, LLC",AURELIUS VENTURES,329034,802-129280,ERA,ACTIVE,2023-11-30,2026-05-05,SALT LAKE CITY,UT,United States,(801) 360-0436,https://aureliusfund.vc/,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329034,https://www.linkedin.com/search/results/companies/?keywords=AURELIUS+VENTURES,https://www.linkedin.com/search/results/people/?keywords=AURELIUS+VENTURES+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=AURELIUS+VENTURES+venture+capital,unresolved,older_registration
adv_signal,adv-328576,SAMRISON CAPITAL MANAGEMENT LLC,SAMRISON CAPITAL MANAGEMENT LLC,328576,802-129279,ERA,ACTIVE,2023-11-29,2026-04-27,OLD GREENWICH,CT,United States,612-790-1824,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328576,https://www.linkedin.com/search/results/companies/?keywords=SAMRISON+CAPITAL+MANAGEMENT+LLC,https://www.linkedin.com/search/results/people/?keywords=SAMRISON+CAPITAL+MANAGEMENT+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=SAMRISON+CAPITAL+MANAGEMENT+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-328904,"CLASS VI VENTURES, LLC","CLASS VI VENTURES, LLC",328904,801-129137,Registered,APPROVED,2023-11-29,2026-03-03,DENVER,CO,United States,303-243-5601,,possible_venture_manager,The filed adviser name contains an explicit venture/VC term; strategy still needs verification.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328904,https://www.linkedin.com/search/results/companies/?keywords=CLASS+VI+VENTURES%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=CLASS+VI+VENTURES%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=CLASS+VI+VENTURES%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-329074,JJJ CAPITAL MANAGEMENT LLP,JJJ CAPITAL MANAGEMENT LLP,329074,802-129273,ERA,ACTIVE,2023-11-28,2026-06-22,LONDON,,United Kingdom,+44 20-3839-4600,https://jjjcapital.com/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329074,https://www.linkedin.com/search/results/companies/?keywords=JJJ+CAPITAL+MANAGEMENT+LLP,https://www.linkedin.com/search/results/people/?keywords=JJJ+CAPITAL+MANAGEMENT+LLP+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=JJJ+CAPITAL+MANAGEMENT+LLP+venture+capital,unresolved,older_registration
adv_signal,adv-328556,HUMAN VENTURES LLC,HUMAN VENTURES LLC,328556,802-129270,ERA,ACTIVE,2023-11-27,2026-04-15,NEW YORK,NY,United States,504-475-0222,https://www.linkedin.com/company/human-ventures-capital,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328556,https://www.linkedin.com/search/results/companies/?keywords=HUMAN+VENTURES+LLC,https://www.linkedin.com/search/results/people/?keywords=HUMAN+VENTURES+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=HUMAN+VENTURES+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-329287,7V AI MANAGEMENT LLC,7V AI MANAGEMENT LLC,329287,802-129264,ERA,ACTIVE,2023-11-24,2026-02-05,TAIPEI,,"Taiwan,  Republic of China",+886 2 2721 7718,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329287,https://www.linkedin.com/search/results/companies/?keywords=7V+AI+MANAGEMENT+LLC,https://www.linkedin.com/search/results/people/?keywords=7V+AI+MANAGEMENT+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=7V+AI+MANAGEMENT+LLC+venture+capital,unresolved,older_registration
